Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
dark (1).png,Dark,645.5746186023622,782.4366048732098,470.25196850393706,826.254510509021,0.3026768701010845,0.289124656686291,0.3145204058762662,0.28820858041901765,10.361281988188978,11.695951391902785,9.17261318897638,11.833653667307336,6.558263389058741,6.625599180622312,6.49321841350443,6.61721390113311,0.004667781735465814,0.00447861810845452,0.004853191774254642,0.004490244332959371,0.06832116608684174,0.06692247834961373,0.06966485322064953,0.06700928542343494,0.9540185233260514,0.9445063099974732,0.9665126129588879,0.9413985307957146
dark (1).png_flip_h,Dark,640.8262795275591,807.6109492218986,467.28893946850394,773.3625767251536,0.302155334187423,0.2898804034051436,0.3135747445946402,0.29179475725199083,10.322342519685039,11.655217310434622,9.197034940944881,11.577097154194307,6.555389581292323,6.614456025811762,6.50271507170592,6.624965064286194,0.004620725366939015,0.004446170774665315,0.004755813283599224,0.004440349013378293,0.0679759175512844,0.06667961288628868,0.06896240485655372,0.06663594385448662,0.9543272598442551,0.942684359059993,0.9667033957832559,0.9451149445079667
dark (1).png_flip_v,Dark,649.2611343503936,813.2788145576292,476.10765255905505,769.3037386074773,0.3065111190574185,0.29364219257135193,0.31411889021571837,0.2886261049712668,10.411478838582676,11.743319486638974,9.275467519685039,11.672019344038691,6.528144635498359,6.5877760025629355,6.471630131486742,6.596363416246744,0.004828838637169462,0.004674722474871201,0.005002493098247915,0.004612710818824824,0.06948984556875532,0.06837194216102978,0.07072830478845026,0.06791694058793302,0.9537039207567148,0.9422546636193292,0.9660585196641513,0.9453769752220202
dark (1).png_rot,Dark,1306.3010580708662,1309.6271932543868,1269.8691560039374,1488.6637113274223,0.6382284447705359,0.6293764454892437,0.6341712205432509,0.625925337019746,9.56373031496063,9.79236158472317,9.49046505905512,10.778163556327112,3.9111505488642395,3.9474079445976447,3.915119283220583,3.9825800096388377,0.23828776258626735,0.2348919019246682,0.2382664481515488,0.23379039931866202,0.48814727550839343,0.48465647826544955,0.48812544304876054,0.4835187683210053,0.9454749027805917,0.945445943223262,0.9469956132552934,0.9379879670737336
dark (1).png_scale,Dark,645.5746186023622,782.4366048732098,470.25196850393706,826.254510509021,0.3026768701010845,0.289124656686291,0.3145204058762662,0.28820858041901765,10.361281988188978,11.695951391902785,9.17261318897638,11.833653667307336,6.558263389058741,6.625599180622312,6.49321841350443,6.61721390113311,0.004667781735465814,0.00447861810845452,0.004853191774254642,0.004490244332959371,0.06832116608684174,0.06692247834961373,0.06966485322064953,0.06700928542343494,0.9540185233260514,0.9445063099974732,0.9665126129588879,0.9413985307957146
dark (10).png,Dark,492.5596087598426,843.1218922437846,660.728407972441,706.8697377394755,0.15468217831707134,0.1330362407074533,0.14248766082173792,0.1424208612409547,11.904589074803148,15.41986483972968,13.708353838582678,14.271312542625084,6.895794238515195,7.011677947232517,6.941073548131823,6.98588298441657,0.0031207889564216634,0.002970441739755077,0.0031426104722326632,0.003020967477857827,0.055864022021527085,0.054501759051934065,0.05605899100262743,0.054963328482342,0.9570794920222412,0.9269103237239688,0.9424613181791419,0.938721859637407
dark (10).png_flip_h,Dark,501.23056102362204,722.1160642321285,665.14468503937,856.6533573067147,0.153583572376137,0.1377841865057993,0.14272424221183677,0.13312093427956256,12.03161909448819,14.404860809721619,13.78260334645669,15.606051212102425,6.873663689094878,6.960196313215809,6.916167411857638,6.988636178501258,0.0030956884423534482,0.002979313727242992,0.0031256554212327177,0.0029685754702900064,0.05563891122544948,0.05458309012178581,0.055907561395867715,0.05448463517625869,0.9563429410567496,0.9374265882094183,0.9420979472309804,0.9257686870497447
dark (10).png_flip_v,Dark,489.7970595472441,708.742699485399,662.0129798228348,832.8448136896275,0.15469295909658096,0.14185684039121507,0.14610644585062654,0.13498617956170847,11.872231791338582,14.254138508277018,13.714628444881892,15.329158658317317,6.889061065017119,6.977526615350244,6.935653464353372,7.004833934325422,0.0030812082498188433,0.002980128658502713,0.003125969508774956,0.002964141398553738,0.0555086322099441,0.054590554663812615,0.055910370315129874,0.0544439289411936,0.9573542927470182,0.9386065871238853,0.9423909339862359,0.9278558797656179
dark (10).png_rot,Dark,1253.1740895669293,1450.270134540269,1313.7441560039372,1355.3922127844255,0.5605195749202679,0.5453852317778511,0.5574461486579921,0.5527085365538421,10.926058070866144,12.798995597991198,11.446911909448819,11.547833095666192,4.083294622517781,4.163699067920787,4.101965421674375,4.125232278840557,0.23653592418268832,0.23213565640969713,0.2364771765676344,0.2329853875406183,0.4863495905032596,0.4818045832178199,0.4862891902640181,0.4826855990607326,0.9480916232625238,0.9400224289609883,0.9455819408178617,0.9439462133350968
dark (10).png_scale,Dark,492.5596087598426,843.1218922437846,660.728407972441,706.8697377394755,0.15468217831707134,0.1330362407074533,0.14248766082173792,0.1424208612409547,11.904589074803148,15.41986483972968,13.708353838582678,14.271312542625084,6.895794238515195,7.011677947232517,6.941073548131823,6.98588298441657,0.0031207889564216634,0.002970441739755077,0.0031426104722326632,0.003020967477857827,0.055864022021527085,0.054501759051934065,0.05605899100262743,0.054963328482342,0.9570794920222412,0.9269103237239688,0.9424613181791419,0.938721859637407
